dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
-0.00039291382,-0.00017166138,0.006958008,-0.00340271,-0.009521484,-0.00018119812,-0.006011963,0.003829956,-0.0018234253,0.0019302368,-0.0035095215,-0.0032958984,0.003616333,0.0028533936,-0.0023956299,-0.00021839142,-0.0049438477,-0.00289917,-0.0012969971,-0.0019073486,0.0002040863,0.0001449585,-0.006958008,-0.00050354004,-0.0021209717,0.0029449463,-0.001411438,0.0014953613,0.007751465,2.8014183e-05,-0.0079956055,-0.0076293945,-0.0025177002,-0.0027770996,0.0061035156,0.0022583008,-0.00064849854,-0.00039291382,-0.003036499,-0.0057373047,0.008483887,0.0021514893,0.0013427734,0.006225586,-0.004058838,-0.006652832,-0.0014572144,-0.0146484375,0.00039100647,0.0013122559
-0.0005683899,-0.0021362305,0.0018234253,-0.00077056885,-0.006500244,8.9645386e-05,-0.0017852783,0.0020599365,-0.0006866455,-0.0017471313,-0.0007324219,-0.00046157837,0.0027008057,0.0015182495,-0.003540039,-0.0005607605,0.00036621094,-0.0034332275,-0.0018844604,0.00289917,-0.0023651123,0.0040893555,-0.0027160645,-0.004547119,-0.0007133484,-0.0022277832,0.00031280518,0.0036315918,0.0058288574,-0.0010528564,-0.007507324,-0.0022735596,-0.005065918,-0.0012588501,0.006652832,0.0018997192,0.0003604889,-0.004547119,-0.0044555664,-0.0010070801,0.0056762695,-0.0054016113,-0.003540039,0.0027160645,-0.001159668,-0.0053710938,-0.0058288574,-0.012817383,-0.0014190674,0.0017700195
-0.006011963,-0.003768921,0.0016860962,0.0035705566,-0.0072631836,0.0003490448,0.0017929077,0.00032806396,9.417534e-06,-0.00021839142,0.0008621216,0.0034332275,0.008911133,-0.0020446777,-0.001335144,0.00063323975,0.00020885468,0.001701355,4.386902e-05,-0.0013580322,-0.0063476562,0.0035552979,-0.0012359619,-0.0049438477,0.0038146973,-0.0020446777,0.002166748,0.0028076172,0.0024414062,0.0019683838,-0.0038604736,0.0010757446,0.00014591217,-0.0008392334,0.0032958984,-0.00012207031,-0.0013122559,-0.0009536743,0.0013504028,-0.0033111572,0.00793457,-0.0010223389,-0.0040283203,0.00078582764,0.0035247803,-0.0061950684,-0.0025939941,-0.008056641,-0.0046081543,-0.0011367798
0.00022506714,-0.0019454956,0.0018844604,-0.00010681152,-0.0074768066,0.0014953613,-0.0017852783,0.0008354187,-0.0049438477,0.002960205,0.0011749268,0.0056152344,0.004333496,0.0014266968,-0.00289917,0.0043029785,-0.00491333,0.0012130737,-0.0018081665,-0.00039482117,0.0021514893,-0.0001077652,-0.0036621094,0.0030212402,-0.002456665,0.0005378723,0.0012054443,0.0026245117,0.00034332275,-0.00050354004,-0.008422852,-0.0005836487,0.0022888184,-0.0040893555,0.0063476562,-0.0008392334,-0.0015029907,-0.003250122,-0.0018844604,-0.0018386841,0.007751465,0.0008583069,0.0011138916,0.00038337708,0.0030670166,-0.0077209473,-0.0020751953,-0.010192871,-0.0037231445,-0.002090454
-0.0050354004,-0.002670288,-0.00064086914,-0.00088500977,-0.0022735596,-0.0013427734,0.0011749268,0.0038757324,-0.003967285,-0.00088119507,-0.0005340576,0.0012893677,0.005584717,0.0015411377,-0.0018157959,-0.0012741089,-0.0040893555,0.0016784668,-0.0012359619,0.0007324219,-0.003692627,0.0054016113,0.000114917755,0.0038452148,0.0018234253,0.0021362305,-0.0015716553,0.000957489,0.0022888184,0.0018463135,-0.0039367676,0.00046920776,0.0017852783,-0.0050964355,-0.0019302368,-0.0014266968,-0.0015258789,-0.0025939941,-0.0009689331,-0.0016098022,0.0008621216,0.0026550293,-0.0028686523,-0.0015563965,0.002670288,-0.005279541,0.0017242432,-0.008117676,-0.0007972717,-0.001373291
-0.0020599365,0.0016860962,0.0008544922,0.0015716553,-0.005279541,0.00045013428,-0.0044555664,0.0049743652,-0.005004883,-0.0002670288,-0.003753662,-0.00050735474,0.010559082,0.00078582764,-0.00340271,-0.0016937256,0.0028839111,-0.001335144,-0.004760742,0.0030517578,-0.004180908,0.0068359375,0.0010147095,0.0023651123,0.004272461,0.002166748,-0.0013580322,0.004486084,0.004211426,0.0028839111,-0.00592041,0.0012512207,0.00063705444,-0.0052490234,0.003250122,0.0021820068,0.00088500977,-0.00089645386,0.0017547607,-0.0010757446,0.0065307617,-0.0022583008,-0.0015106201,0.0016021729,0.00029182434,-0.0046081543,-0.00390625,-0.003479004,-0.0051879883,-0.0010681152
-0.0033111572,-0.002090454,2.3126602e-05,0.001373291,-0.0066223145,0.000579834,0.0008621216,0.008117676,-0.0008506775,-0.0037384033,0.002243042,0.0018386841,0.0025482178,0.00579834,-0.0012588501,0.0037078857,-0.00091934204,-0.0007362366,0.0034332275,0.002822876,0.00030326843,0.0025787354,-0.0010910034,0.00025558472,0.0011901855,-0.0017166138,-0.001121521,0.00022125244,0.0016174316,-0.0032958984,-0.0022735596,-0.003829956,-0.0015563965,-0.0014038086,0.0013885498,0.0016403198,-0.004486084,-0.003616333,0.0003414154,-0.0030059814,0.0066223145,0.00030326843,0.0015869141,-0.0018310547,0.0040283203,-0.008361816,-0.0009918213,-0.020263672,-0.0038757324,0.0005187988
-0.0032348633,-0.0027770996,-0.00046920776,-0.0005836487,-0.0019454956,0.0008239746,-0.00340271,0.004852295,-0.0030059814,0.00042915344,-0.0005683899,0.0038604736,0.009033203,0.0025024414,-0.006011963,0.00793457,-0.0028381348,-0.004211426,-0.001953125,0.002822876,0.00040245056,0.003768921,-0.0026397705,-0.0010299683,-0.00028800964,-0.0009994507,0.00062179565,0.00039672852,0.005126953,-0.0030212402,-0.005859375,-0.0015182495,-0.0053100586,0.002380371,0.0014648438,-0.003768921,-0.0018157959,0.00088119507,0.0047912598,-0.0009994507,0.008728027,0.001411438,0.0018310547,0.0014724731,0.0013809204,-0.003967285,-0.0050964355,-0.004699707,-0.005340576,0.0016860962
-0.006011963,-0.003768921,0.0016860962,0.0035705566,-0.0072631836,0.0003490448,0.0017929077,0.00032806396,9.417534e-06,-0.00021839142,0.0008621216,0.0034332275,0.008911133,-0.0020446777,-0.001335144,0.00063323975,0.00020885468,0.001701355,4.386902e-05,-0.0013580322,-0.0063476562,0.0035552979,-0.0012359619,-0.0049438477,0.0038146973,-0.0020446777,0.002166748,0.0028076172,0.0024414062,0.0019683838,-0.0038604736,0.0010757446,0.00014591217,-0.0008392334,0.0032958984,-0.00012207031,-0.0013122559,-0.0009536743,0.0013504028,-0.0033111572,0.00793457,-0.0010223389,-0.0040283203,0.00078582764,0.0035247803,-0.0061950684,-0.0025939941,-0.008056641,-0.0046081543,-0.0011367798
-0.00044250488,0.0019073486,0.004272461,0.005004883,-0.012390137,0.001045227,0.00051116943,0.006713867,-0.006500244,0.0017547607,0.00018501282,0.0050964355,0.004058838,0.0032806396,-0.0046691895,-0.001449585,-0.0010223389,0.0017700195,0.002105713,0.0010986328,0.0013580322,0.008605957,-0.00089263916,-0.0010528564,0.0034484863,-0.00064849854,-0.00014686584,0.0010528564,0.0037994385,0.003829956,-0.0025939941,-0.0028839111,-0.0020446777,-9.775162e-05,0.0022277832,0.0017166138,0.00032424927,-0.0017089844,-0.003768921,-0.0012664795,-0.003326416,-0.0027923584,-0.0008506775,0.00022411346,-0.0037231445,-0.0009498596,0.0030670166,-0.012023926,-0.0006866455,0.00046730042
